id,business_type,category_name,google_category_id,product_name,price_cents,brand,description,sku_pattern,generation_source,usage_count,quality_score,created_at,last_used_at,image_url,thumbnail_url,image_width,image_height,image_bytes,enhanced_description,features,specifications,has_image,image_quality
sid-mak9jix7,grocery,Pantry Staples,tid-c2r2kf8v_pantry-staples,"Bertolli Extra Virgin Olive Oil, 750ml",1099,Bertolli,"Cold-pressed extra virgin olive oil with a rich, robust flavor.",BRT-750ML-EVO,ai,1,0,2025-12-22 21:20:00.896,,,,,,,"Experience the taste of the Mediterranean with Bertolli Extra Virgin Olive Oil. This 750ml bottle of cold-pressed oil is made from the first pressing of the finest olives, providing a distinctly rich and flavorful addition to your cooking. Bertolli's commitment to quality ensures that this extra virgin olive oil has a perfect balance of fruity and spicy notes, making it an ideal choice for dressings, marinades, dips, or simply as a finishing oil. Its robust flavor enhances the natural taste of your dishes without overpowering them. With Bertolli Extra Virgin Olive Oil, you're not just cooking; you're bringing a touch of Italian tradition to your table.","[""Cold-pressed for maximum flavor"", ""Rich in antioxidants"", ""Perfect for dressings and marinades"", ""Enhances the natural taste of your dishes"", ""Bottled in a protective atmosphere for freshness""]","{""size"": ""750ml"", ""Origin"": ""Italy"", ""quantity"": ""1"", ""ingredients"": ""Extra Virgin Olive Oil"", ""Storage Instructions"": ""Store in a cool, dry place away from direct light""}",f,
i-r2o1jk7l,grocery,Produce,t-v84j50g0_produce,"Organic Bananas, 1lb",58,Dole,"A pound of fresh, organic bananas perfect for healthy snacking.",DOBAN-001LB,ai,1,0,2025-12-07 12:17:40.17,,,,,,,"Introducing Dole Organic Bananas, the perfect addition to your daily diet. Our bananas are sourced from the finest organic farms, ensuring that you receive only the freshest, most delicious fruit. Each banana is carefully picked and packed to preserve its natural flavors and nutrients. Perfect for a nutritious snack, a natural sweetener in your favorite smoothie, or as a healthy ingredient in baking, Dole Organic Bananas are versatile and delicious. With our commitment to sustainable farming practices, you can feel good about what you're eating while enjoying the natural benefits of this incredible fruit.","[""Certified organic"", ""Rich in potassium"", ""Perfect for snacking or cooking"", ""Sustainably farmed"", ""Naturally sweet""]","{""size"": ""1lb"", ""organic"": true, ""quantity"": ""Approx. 3-4 bananas"", ""ingredients"": ""Organic bananas""}",f,
i-c5kh0mpn,grocery,Produce,t-v84j50g0_produce,"Baby Spinach, 5oz Bag",399,Earthbound Farm,"A 5oz bag of fresh, organic baby spinach.",EBSPI-005OZ,ai,1,0,2025-12-07 12:17:40.387,,,,,,,"Earthbound Farm offers you a 5oz bag of crisp, organic baby spinach, picked at the peak of freshness. Our baby spinach is lush and leafy, perfect for salads, smoothies, or cooking. Grown without the use of synthetic pesticides or fertilizers, our spinach is not only good for you but also gentle on the planet. Each bag is washed and ready to eat, making it a convenient, nutritious choice for busy individuals and families. Add Earthbound Farm's baby spinach to your meals for a burst of flavor and a boost of vitamins and minerals.","[""Organic and non-GMO"", ""Pre-washed and ready to eat"", ""Rich in vitamins and minerals"", ""Versatile cooking ingredient"", ""Eco-friendly packaging""]","{""size"": ""5oz"", ""organic"": true, ""quantity"": ""1 bag"", ""ingredients"": ""Organic baby spinach""}",f,
i-mh46y05s,grocery,Produce,t-v84j50g0_produce,"Hass Avocado, Each",250,Calavo,"A single, ripe Hass avocado ready to enhance any meal.",CAVAV-001EA,ai,1,0,2025-12-07 12:17:40.562,,,,,,,"Calavo's Hass Avocados are the gold standard for creamy, versatile avocados. Each avocado is hand-selected to ensure peak ripeness, offering a buttery texture and rich flavor that's unmatched. Ideal for guacamole, salads, or as a nutritious snack, these avocados are a must-have in your kitchen. Our Hass avocados are not only delicious but also packed with healthy fats and nutrients, supporting a balanced diet. Let Calavo elevate your meals with the smooth, unmistakable taste and health benefits of our premium Hass Avocados.","[""Hand-selected for ripeness"", ""Creamy and buttery texture"", ""Rich in healthy fats and nutrients"", ""Versatile culinary uses"", ""Sustainably sourced""]","{""size"": ""Each"", ""organic"": false, ""quantity"": ""1 avocado"", ""ingredients"": ""Hass avocado""}",f,
sid-fauypj35,pet_supplies,Pet Care & Grooming,tid-c2r2kf8v_pet-care-grooming,"EcoBark Max Comfort Harness, Small",2299,EcoBark,"A comfortable, no-pull pet harness made from eco-friendly materials, designed for small dogs.",EB-MCHS-03,ai,1,0,2025-12-23 22:42:25.902,,,,,,,"Introducing the EcoBark Max Comfort Harness, the ultimate solution for pet owners seeking a comfortable, secure fit for their small dogs. This harness is designed with your pet's comfort and safety in mind, using eco-friendly materials that are both soft and durable. The no-pull design discourages pulling, making walks more enjoyable for both you and your pet. With adjustable straps for a perfect fit, this harness ensures your dog's comfort throughout the day. The breathable mesh material keeps your pet cool and comfortable, even on warmer days. Whether you're going for a quick walk around the block or a longer adventure, the EcoBark Max Comfort Harness has got your small dog covered.","[""Made with eco-friendly materials for guilt-free use"", ""No-pull design to improve walk quality"", ""Breathable mesh for all-day comfort""]","{""size"": ""Small"", ""material"": [""Recycled Plastic"", ""Breathable Mesh""], ""quantity"": ""1 harness"", ""suitableFor"": [""Small Dogs""]}",f,
i-nvpbcm79,grocery,Meat & Seafood,t-v84j50g0_meat-seafood,"Organic Chicken Breast, Boneless & Skinless, 1lb",899,Perdue,"Juicy and tender organic chicken breasts, perfect for a healthy meal.",PER-CHKN-001,ai,1,0,2025-12-07 12:18:06.921,,,,,,,"Perdue's Organic Chicken Breast comes from chickens raised on a 100% organic diet, with no antibiotics, ever. This boneless and skinless chicken breast is perfect for a quick and healthy dinner option. Each package contains approximately 1lb of chicken, making it easy to cook the right amount for your meal. Whether you're grilling, baking, or sautéing, these chicken breasts will be juicy and full of flavor. Make your weeknight dinners easier and healthier with Perdue's Organic Chicken Breast. It's not just chicken; it's the main ingredient for your next delicious and nutritious family favorite.","[""100% organic diet fed chicken"", ""No antibiotics ever"", ""Boneless and skinless for convenience"", ""Approximately 1lb per package"", ""Versatile cooking options""]","{""size"": ""1lb"", ""quantity"": ""1"", ""packaging"": ""Vacuum sealed"", ""ingredients"": ""Organic chicken breast""}",f,
i-oqg1hb9p,grocery,Meat & Seafood,t-v84j50g0_meat-seafood,"Atlantic Salmon Fillets, Skin On, 2lbs",2599,FreshCatch,"Fresh Atlantic salmon fillets with skin on, rich in Omega-3.",FC-ASAL-002,ai,1,0,2025-12-07 12:18:07.135,,,,,,,"FreshCatch brings you the freshest Atlantic Salmon Fillets, known for their rich flavor and high Omega-3 fatty acids content. Each package contains approximately 2lbs of skin-on salmon fillets, perfect for grilling, baking, or pan-searing. Our salmon is responsibly sourced, ensuring sustainable fishing practices. The skin adds an extra layer of flavor and can be crisped up for a delightful texture. Enjoy the health benefits of a high-quality protein that's both delicious and nutritious. Transform your meals with FreshCatch Atlantic Salmon Fillets and experience the taste of premium seafood at its best.","[""Rich in Omega-3 fatty acids"", ""Skin on for added flavor"", ""Approximately 2lbs per package"", ""Responsibly sourced"", ""Versatile cooking options""]","{""size"": ""2lbs"", ""quantity"": ""1"", ""packaging"": ""Ice packed"", ""ingredients"": ""Atlantic salmon""}",f,
i-da6evxrw,grocery,Meat & Seafood,t-v84j50g0_meat-seafood,"Grass-Fed Ground Beef, 85% Lean 15% Fat, 1lb",799,GreenFields,"High-quality, grass-fed ground beef with a perfect lean-to-fat ratio for juicy burgers.",GF-GBEEF-003,ai,1,0,2025-12-07 12:18:07.311,,,,,,,"GreenFields offers premium Grass-Fed Ground Beef, providing a healthier and tastier option for your meals. Our cows are raised on a grass-fed diet, ensuring the beef is both lean and rich in flavor. With an 85% lean to 15% fat ratio, this 1lb package of ground beef is ideal for making juicy burgers, hearty meatballs, or flavorful tacos. The grass-fed diet of our cows not only improves the taste of the beef but also increases its nutritional value, making it a great source of iron and protein. Choose GreenFields Grass-Fed Ground Beef for a delicious, nutritious, and environmentally friendly option in your cooking.","[""Grass-fed for superior taste"", ""85% lean, perfect for cooking"", ""1lb package for convenience"", ""Rich in protein and iron"", ""Environmentally friendly farming practices""]","{""size"": ""1lb"", ""quantity"": ""1"", ""packaging"": ""Vacuum sealed"", ""ingredients"": ""Grass-fed beef""}",f,
sid-vjv2r6iy,electronics,Accessories,chain_location_1766069987995_0_accessories,JBL Clip 3 Portable Waterproof Speaker,4999,JBL,"A compact, portable speaker with waterproof design and clip feature.",JBL-CL3-WSPK,ai,1,0,2025-12-18 15:02:37.716,,,,,,,"Take your tunes on the go with the JBL Clip 3 Portable Waterproof Speaker. This small but mighty speaker offers impressive sound quality and robust bass, thanks to the JBL's advanced audio performance technology. Whether you're hanging by the pool, hiking through trails, or simply lounging at home, the Clip 3's waterproof design ensures your music plays on, no matter the weather. Its integrated carabiner clips to your clothes, belt loop, or backpack, making it the perfect outdoor companion. With up to 10 hours of playtime on a single charge and a built-in noise and echo-cancelling speakerphone, you can enjoy crystal clear calls or music all day long.","[""Waterproof design for all-weather listening"", ""Carabiner clip for easy portability"", ""10 hours of playtime on a single charge"", ""Superior sound quality with robust bass"", ""Built-in noise and echo-cancelling speakerphone""]","{""color"": ""Various"", ""warranty"": ""1 year"", ""waterproof"": ""Yes"", ""batteryLife"": ""10 hours"", ""connectivity"": ""Bluetooth""}",f,
i-55yu4qa1,grocery,Bakery,t-v84j50g0_bakery,Organic Sourdough Loaf (24 oz),599,Bakers Delight,"A tangy, crusty sourdough loaf made with organic ingredients.",BD-OSD-24,ai,1,0,2025-12-07 12:18:31.399,,,,,,,"Experience the authentic taste of our Organic Sourdough Loaf, meticulously crafted by Bakers Delight. Each loaf is made using traditional fermentation methods, which not only impart a unique tangy flavor but also ensure a crusty exterior and a soft, chewy interior. Our sourdough is baked fresh daily, using only the finest organic ingredients to guarantee a pure, wholesome bread experience. Perfect for sandwiches, toast, or simply enjoyed with a drizzle of olive oil.","[""Made with 100% organic ingredients"", ""Traditional fermentation process for a unique tangy taste"", ""Crusty exterior with a soft, chewy interior"", ""No added preservatives or artificial flavors""]","{""size"": ""24 oz"", ""quantity"": ""1 loaf"", ""ingredients"": ""Organic wheat flour, water, organic sourdough starter, salt""}",f,
i-mly9ghfg,grocery,Bakery,t-v84j50g0_bakery,Classic French Baguette (12 oz),299,Le Petit Bakery,A traditional French baguette with a crisp crust and soft interior.,LPB-CFB-12,ai,1,0,2025-12-07 12:18:31.614,,,,,,,"Le Petit Bakery brings you the quintessence of French baking with our Classic French Baguette. Each baguette is hand-crafted and baked to perfection, offering a golden, crispy crust while maintaining a soft, airy interior. The meticulous attention to the age-old French baking techniques ensures that every bite transports you to the streets of Paris. Ideal for sandwiches, bruschetta, or alongside your favorite cheese platter, this baguette is a versatile staple no kitchen should be without.","[""Authentic French recipe"", ""Golden, crispy crust with a soft interior"", ""Perfect for a variety of dishes"", ""No preservatives added""]","{""size"": ""12 oz"", ""quantity"": ""1 baguette"", ""ingredients"": ""Wheat flour, water, yeast, salt""}",f,
i-l37se9cy,grocery,Bakery,t-v84j50g0_bakery,Gluten-Free Multigrain Bread (18 oz),799,Health First,"A hearty, gluten-free multigrain bread packed with seeds and grains.",HF-GFMB-18,ai,1,0,2025-12-07 12:18:31.795,,,,,,,"Health First's Gluten-Free Multigrain Bread is the perfect solution for those seeking a gluten-free option without compromising on taste or texture. Our bread is baked with a blend of whole grains and seeds, including quinoa, flaxseed, and sunflower seeds, ensuring a rich, nutritious experience with every slice. The dense, moist texture makes it ideal for toasting, and the bread holds up well with both sweet and savory toppings. Crafted with care, our bread ensures a satisfying, guilt-free bread experience for all to enjoy.","[""100% gluten-free"", ""Packed with nutritious seeds and grains"", ""Dense and moist, perfect for toasting"", ""Free from artificial preservatives""]","{""size"": ""18 oz"", ""quantity"": ""1 loaf"", ""ingredients"": ""Water, tapioca starch, brown rice flour, whole grain mix (millet, quinoa, flax, sunflower seeds), yeast, salt""}",f,
sid-f3toa2yg,pharmacy,Over-the-Counter Medicine,t-ccu0mh28_otc-medicine,"Tylenol Extra Strength Caplets, 100 Count",1099,Tylenol,Tylenol Extra Strength caplets provide temporary relief of minor aches and pains and help reduce fever.,TYL-ES-100CT,ai,4,0,2025-12-14 12:16:35.132,2026-02-28 01:25:54.132,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-c2r2kf8v/products/sid-bboy1cd6/original-1766438539341.jpg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-c2r2kf8v/products/sid-bboy1cd6/thumb-1766438539341.jpg,1024,1024,97332,"Experience effective relief with Tylenol Extra Strength Caplets, designed to alleviate minor aches, pains, and fever, allowing you to move through your day more comfortably. Each caplet contains 500 mg of acetaminophen, a trusted pain reliever and fever reducer. Perfect for adults and children 12 years and older, Tylenol Extra Strength is gentle on your stomach, but tough on pain. Whether you're battling a backache, minor arthritis pain, toothache, menstrual cramps, or a high fever, Tylenol Extra Strength is your go-to solution. The convenient 100 count bottle ensures you have enough to last you through the cold season, post-exercise soreness, or occasional headaches. Tylenol is the #1 doctor recommended brand for pain relief and fever reduction, making it a trusted companion in any medicine cabinet.","[""Contains 500 mg of acetaminophen per caplet"", ""Provides temporary relief of minor aches and pains and helps reduce fever"", ""Gentle on the stomach"", ""Recommended by doctors"", ""Comes in a convenient 100 count bottle""]","{""size"": ""100 Count"", ""quantity"": ""100 Caplets"", ""dosageForm"": ""Caplet"", ""ingredients"": ""Active ingredient (in each caplet): Acetaminophen 500 mg"", ""recommendedAge"": ""12 years and older""}",t,standard
